ID,Name,Spawn_1554,Spawn_1560,Spawn_1568,Spawn_1575,Spawn_1582,Spawn_1598
lord_tk5_trader_choutaroo,长太郎,,,,village_tk205,village_tk193,village_tk185
lord_tk5_trader_chouzaemon,长左卫门,,,village_tk185,village_tk226,,village_tk186
lord_tk5_trader_daizoo,大藏,,,village_tk233,,village_tk215,village_tk222
lord_tk5_trader_fujigoroo,藤五郎,village_tk215,village_tk212,,,village_tk216,
lord_tk5_trader_ginjiroo,银次郎,village_tk208,,village_tk215,,,village_tk212
lord_tk5_trader_gobee,五兵卫,,village_tk233,village_tk212,village_tk233,,
lord_tk5_trader_gongoroo,权五郎,village_tk214,,,village_tk201,,village_tk212
lord_tk5_trader_gonnosuke,权之助,,,village_tk194,,village_tk212,village_tk222
lord_tk5_trader_hansuke,半助,,village_tk233,village_tk205,,village_tk215,
lord_tk5_trader_hanuemon,半右卫门,village_tk212,,,village_tk222,,village_tk208
lord_tk5_trader_hatsuuemon,初右卫门,,,,,village_tk233,village_tk212
lord_tk5_trader_hayashitaroo,林太郎,village_tk205,,,,,village_tk216
lord_tk5_trader_hikoma,彦马,,village_tk186,village_tk201,,,
lord_tk5_trader_ichinosuke,市之允,village_tk233,village_tk226,,,village_tk186,
lord_tk5_trader_inejiroo,稻次郎,village_tk193,,village_tk214,,,village_tk210
lord_tk5_trader_jinuemon,仁右卫门,village_tk193,village_tk205,village_tk215,,village_tk228,
lord_tk5_trader_jirookichi,次郎吉,village_tk222,village_tk198,,,village_tk226,
lord_tk5_trader_junnosuke,准之介,village_tk201,,,,village_tk216,village_tk210
lord_tk5_trader_juumaru,十丸,,,village_tk233,village_tk222,,village_tk232
lord_tk5_trader_kakubee,角兵卫,village_tk233,village_tk202,village_tk201,village_tk215,,
lord_tk5_trader_kametaroo,龟太郎,village_tk194,village_tk212,,village_tk210,,
lord_tk5_trader_kandayuu,勘太夫,,village_tk194,village_tk215,village_tk208,,
lord_tk5_trader_kanichiroo,贯一郎,village_tk194,,village_tk208,,village_tk226,village_tk222
lord_tk5_trader_kankichi,勘吉,village_tk208,village_tk201,,village_tk208,,
lord_tk5_trader_kanpachi,勘八,village_tk214,,village_tk215,,,village_tk185
lord_tk5_trader_kansaburoo,宽三郎,,village_tk222,village_tk233,,village_tk216,
lord_tk5_trader_kanuemon,勘右卫门,,village_tk193,,village_tk212,village_tk198,
lord_tk5_trader_katsuzoo,胜藏,,village_tk222,,,village_tk233,
lord_tk5_trader_kazusuke,和助,village_tk212,,,village_tk193,,village_tk198
lord_tk5_trader_kichibee,吉兵卫,,village_tk202,,village_tk215,village_tk215,
lord_tk5_trader_kikuta,闻太,,,village_tk193,,village_tk198,village_tk228
lord_tk5_trader_kingoroo,金五郎,,village_tk212,,,village_tk216,
lord_tk5_trader_kinnosuke,金之助,,village_tk215,,village_tk201,village_tk232,
lord_tk5_trader_kinshiroo,金四郎,,,village_tk215,village_tk186,,village_tk198
lord_tk5_trader_kisuke,喜助,village_tk212,village_tk222,,village_tk215,,
lord_tk5_trader_kiyobee,清兵卫,,village_tk226,,,village_tk233,
lord_tk5_trader_kiyokuroo,清九郎,,village_tk215,village_tk222,village_tk228,,
lord_tk5_trader_koganeji,小金次,,,village_tk193,village_tk198,,village_tk233
lord_tk5_trader_koheiji,小平次,village_tk226,village_tk222,,,village_tk186,
lord_tk5_trader_komashiroo,驹四郎,village_tk202,,,village_tk212,village_tk210,village_tk212
lord_tk5_trader_koosaku,幸作,village_tk186,,village_tk186,village_tk186,,village_tk214
lord_tk5_trader_koyata,小弥太,village_tk194,,village_tk228,,,village_tk232
lord_tk5_trader_kubee,九兵卫,village_tk215,village_tk185,,village_tk214,,
lord_tk5_trader_kumakichi,熊吉,,village_tk215,village_tk201,village_tk222,,
lord_tk5_trader_kuninosuke,国之辅,village_tk226,,village_tk226,,,village_tk233
lord_tk5_trader_kurosuke,黑助,,,,village_tk215,,village_tk214
lord_tk5_trader_kyuusaburoo,鸠三郎,,village_tk205,village_tk215,,village_tk186,
lord_tk5_trader_magoshiroo,孙四郎,,village_tk228,village_tk205,,village_tk216,
lord_tk5_trader_magouemon,孙右卫门,,,,,village_tk232,village_tk210
lord_tk5_trader_manjiroo,万次郎,,,village_tk233,village_tk185,,village_tk208
lord_tk5_trader_matanojo,又之丞,village_tk214,,,,village_tk214,village_tk198
lord_tk5_trader_matashiroo,又四郎,village_tk212,village_tk205,,village_tk193,,
lord_tk5_trader_matsushichiroo,松七郎,,,village_tk193,,village_tk185,village_tk232
lord_tk5_trader_minekichi,峰吉,village_tk226,village_tk186,village_tk198,,,
lord_tk5_trader_minezoo,峰藏,,,,village_tk205,village_tk215,village_tk232
lord_tk5_trader_osamubee,理兵卫,,,village_tk194,village_tk201,,village_tk212
lord_tk5_trader_rihachi,利八,,village_tk215,village_tk214,,village_tk228,
lord_tk5_trader_rokuroobee,六郎兵卫,,,village_tk212,village_tk233,village_tk214,village_tk215
lord_tk5_trader_rokuzaemon,六左卫门,,village_tk208,village_tk222,village_tk193,,
lord_tk5_trader_saburoobee,三郎兵卫,village_tk202,,,village_tk228,,village_tk198
lord_tk5_trader_sachikichi,幸吉,village_tk215,,,,village_tk233,village_tk222
lord_tk5_trader_sadakichi,贞吉,,village_tk201,village_tk194,,village_tk212,
lord_tk5_trader_saikuroo,才九郎,village_tk193,,village_tk226,village_tk212,,village_tk214
lord_tk5_trader_saishichi,才七,,,,village_tk205,village_tk233,village_tk216
lord_tk5_trader_sakubee,作兵卫,village_tk228,village_tk214,,village_tk233,,
lord_tk5_trader_sakutaroo,作太郎,,,village_tk202,,,village_tk216
lord_tk5_trader_sanhei,三平,,,,,,village_tk215
lord_tk5_trader_sebee,濑兵卫,village_tk186,village_tk193,,village_tk226,,
lord_tk5_trader_senji,专次,,village_tk208,,,village_tk185,
lord_tk5_trader_senzoo,仙造,,village_tk233,,village_tk208,,
lord_tk5_trader_shichiroobee,七郎兵卫,village_tk205,village_tk226,,,,
lord_tk5_trader_shigebee,茂兵卫,village_tk202,village_tk205,,,village_tk208,
lord_tk5_trader_shigesaburoo,茂三郎,village_tk186,,,,village_tk214,village_tk212
lord_tk5_trader_shinbee,新兵卫,,village_tk208,,village_tk233,village_tk205,
lord_tk5_trader_shinjuuroo,新十郎,,,village_tk226,village_tk228,,village_tk186
lord_tk5_trader_shinnosuke,新之助,,,,village_tk233,,village_tk186
lord_tk5_trader_shinsuke,新助,,village_tk228,village_tk212,,village_tk212,
lord_tk5_trader_shinuemon,新右卫门,village_tk205,village_tk215,village_tk186,,,
lord_tk5_trader_shinzaemon,新左卫门,,,,village_tk186,,village_tk215
lord_tk5_trader_shuuhei,周平,,village_tk215,village_tk186,,village_tk232,
lord_tk5_trader_sooji,惣次,village_tk214,village_tk201,village_tk198,,,
lord_tk5_trader_sukegoroo,助五郎,village_tk222,,,village_tk185,,village_tk208
lord_tk5_trader_sukejiroo,助二郎,village_tk233,village_tk226,,,village_tk205,
lord_tk5_trader_sukeroku,助六,village_tk215,,,,village_tk215,village_tk216
lord_tk5_trader_sukesaburoo,助三郎,village_tk222,village_tk185,,village_tk212,,
lord_tk5_trader_tairabee,平兵卫,,,village_tk222,,village_tk212,village_tk216
lord_tk5_trader_tairahachiroo,平八郎,village_tk201,,village_tk228,,,village_tk185
lord_tk5_trader_tairasuke,平助,,village_tk233,,village_tk226,village_tk212,
lord_tk5_trader_takezoo,竹藏,,village_tk193,,,village_tk228,
lord_tk5_trader_tamanosuke,玉之助,,,,,village_tk185,village_tk228
lord_tk5_trader_tamasaburoo,玉三郎,village_tk205,,village_tk202,village_tk194,,village_tk216
lord_tk5_trader_tanzaemon,丹左卫门,,,village_tk212,,village_tk193,village_tk210
lord_tk5_trader_tatsunosuke,辰之助,village_tk215,village_tk202,village_tk214,,,
lord_tk5_trader_tetsujiroo,铁次郎,,,,,,village_tk233
lord_tk5_trader_tetsutaroo,铁太郎,village_tk228,,village_tk205,village_tk198,,
lord_tk5_trader_tokuzoo,德藏,village_tk228,village_tk194,,,,
lord_tk5_trader_tomekichi,留吉,village_tk193,,village_tk215,,,village_tk214
lord_tk5_trader_tomimatsu,富松,,village_tk186,,,village_tk216,
lord_tk5_trader_tomisuke,富助,,,,village_tk215,,village_tk186
lord_tk5_trader_torajiroo,虎次郎,,,village_tk185,,village_tk226,village_tk228
lord_tk5_trader_torakichi,寅吉,village_tk186,village_tk186,,village_tk194,,
lord_tk5_trader_toshisaburoo,利三郎,village_tk228,,,village_tk215,,village_tk216
lord_tk5_trader_ukichi,卯吉,,,,,,village_tk185
lord_tk5_trader_umekichi,梅吉,village_tk215,village_tk194,,village_tk214,village_tk212,
lord_tk5_trader_ushimatsu,丑松,,village_tk214,village_tk233,village_tk194,,
lord_tk5_trader_uuemon,宇右卫门,,,,village_tk198,village_tk208,village_tk208
lord_tk5_trader_xe413bee,兵卫,,village_tk194,village_tk228,village_tk214,,
lord_tk5_trader_xe413uemon,右卫门,village_tk215,,,,village_tk205,village_tk212
lord_tk5_trader_yasujiroo,安二郎,village_tk233,,,,village_tk208,village_tk233
lord_tk5_trader_yasukichi,安吉,village_tk215,village_tk201,village_tk202,,,
lord_tk5_trader_yasuzoo,安藏,,village_tk215,,village_tk212,village_tk233,
lord_tk5_trader_yazaemon,弥左卫门,,,village_tk198,village_tk185,,village_tk212
lord_tk5_trader_yobee,与兵卫,village_tk194,,village_tk233,,,village_tk228
lord_tk5_trader_yoheiji,与平次,,,village_tk185,,village_tk198,village_tk215
lord_tk5_trader_yosaburoo,与三郎,,village_tk215,village_tk208,,village_tk193,
lord_tk5_trader_yoshibee,义兵卫,village_tk201,village_tk228,village_tk208,,,
lord_tk5_trader_yoshichiroo,与七郎,village_tk208,village_tk198,,village_tk212,,
lord_tk5_trader_yoshiuemon,嘉右卫门,,village_tk212,,,village_tk210,
lord_tk5_trader_zenpachi,善八,village_tk208,,,village_tk233,,village_tk216
lord_tk5_trader_zenuemon,善右卫门,,village_tk208,,village_tk210,village_tk215,
